coverage,date,name,sol,month,year,expected,resid,z
1,2022-04-01,Sousse,46044.4,4,2022,46818.6,-0.0165371,-0.192592
1,2022-05-01,Sousse,44470.4,5,2022,45211.5,-0.0163922,-0.191445
1,2022-06-01,Sousse,49587.5,6,2022,50671,-0.0213817,-0.230941
1,2022-07-01,Sousse,40083,7,2022,45239.7,-0.113986,-0.963992
1,2022-08-01,Sousse,43528,8,2022,46616.9,-0.0662615,-0.586205
1,2022-09-01,Sousse,43313.9,9,2022,44864,-0.0345518,-0.335194
1,2022-10-01,Sousse,48789.8,10,2022,48011.7,0.0162051,0.0665932
1,2022-11-01,Sousse,46616.3,11,2022,47765.7,-0.0240639,-0.252173
1,2022-12-01,Sousse,49048.5,12,2022,46329.4,0.0586904,0.402903
1,2023-01-01,Sousse,49326,1,2023,45823.5,0.0764349,0.543367
1,2023-02-01,Sousse,50670.6,2,2023,45865.5,0.104764,0.767619
1,2023-03-01,Sousse,52302.9,3,2023,44353.5,0.179228,1.35707
1,2023-04-01,Sousse,51378.1,4,2023,45040.7,0.140702,1.0521
1,2023-05-01,Sousse,45005.3,5,2023,45033.2,-0.00062001,-0.0665932
1,2023-06-01,Sousse,52388.6,6,2023,49737.3,0.0533071,0.360289
1,2023-07-01,Sousse,47531.8,7,2023,42756.7,0.11168,0.822367
1,2023-08-01,Sousse,48313.6,8,2023,45021.8,0.0731165,0.517098
1,2023-09-01,Sousse,46281.2,9,2023,43874.9,0.0548427,0.372445
1,2023-10-01,Sousse,50763.7,10,2023,47353.8,0.0720097,0.508337
1,2023-11-01,Sousse,51338.5,11,2023,46191.7,0.111422,0.820323
1,2023-12-01,Sousse,44133.9,12,2023,47967.6,-0.0799228,-0.694347
1,2024-01-01,Sousse,52099.5,1,2024,44899,0.16037,1.20779
1,2024-02-01,Sousse,50766.2,2,2024,45833.6,0.10762,0.790222
1,2024-03-01,Sousse,51786.9,3,2024,44525.5,0.163083,1.22927
1,2024-04-01,Sousse,51373.2,4,2024,45042.4,0.140552,1.05091
1,2024-05-01,Sousse,48180.8,5,2024,43974.7,0.095649,0.695464
1,2024-06-04,Sousse,52796.4,6,2024,49601.3,0.0644159,0.448226
1,2024-07-01,Sousse,45913.9,7,2024,43296,0.060464,0.416943
1,2024-08-01,Sousse,50998.9,8,2024,44126.6,0.15574,1.17114
1,2024-09-01,Sousse,47165.8,9,2024,43580.1,0.0822784,0.589623
1,2024-10-01,Sousse,51080.6,10,2024,47248.1,0.0811149,0.580413
1,2024-11-01,Sousse,48995.7,11,2024,46972.6,0.043069,0.279245
1,2024-12-01,Sousse,49626.2,12,2024,46136.8,0.0756311,0.537004
1,2021-01-01,Tataouine,86357.5,1,2021,89924.3,-0.0396649,-0.124086
0.999538,2021-02-01,Tataouine,85699,2,2021,95473.3,-0.102377,-0.495219
1,2021-03-01,Tataouine,82179.9,3,2021,88828.7,-0.0748491,-0.332306
1,2021-04-01,Tataouine,76751.6,4,2021,92215.2,-0.167691,-0.881746
1,2021-05-01,Tataouine,82913.5,5,2021,88809.5,-0.0663887,-0.282237
1,2021-06-01,Tataouine,95183.7,6,2021,99686.7,-0.0451708,-0.156669
1,2021-07-01,Tataouine,86339.5,7,2021,69891.3,0.235341,1.5034
1,2021-08-01,Tataouine,90870.2,8,2021,78020.3,0.164698,1.08534
1,2021-09-01,Tataouine,81934.5,9,2021,86306.7,-0.0506589,-0.189148
1,2021-10-01,Tataouine,91781.9,10,2021,102952,-0.108494,-0.531419
1,2021-11-01,Tataouine,89752.5,11,2021,104538,-0.141436,-0.726366
1,2021-12-01,Tataouine,100930,12,2021,93239.1,0.0824834,0.598789
1,2022-01-01,Tataouine,75083.8,1,2022,93682.2,-0.198526,-1.06423
1,2022-02-01,Tataouine,84142.8,2,2022,95992,-0.12344,-0.619865
1,2022-03-01,Tataouine,89009.1,3,2022,86552.3,0.0283861,0.278641
1,2022-04-01,Tataouine,103201,4,2022,83398.7,0.237444,1.51585
1,2022-05-01,Tataouine,92082.9,5,2022,85753,0.0738156,0.547493
1,2022-06-01,Tataouine,96692.2,6,2022,99183.8,-0.0251209,-0.0380139
1,2022-07-01,Tataouine,48003,7,2022,82670.1,-0.419342,-2.37102
1,2022-08-01,Tataouine,63969.9,8,2022,86987.1,-0.264605,-1.45528
1,2022-09-01,Tataouine,84384.8,9,2022,85489.9,-0.0129276,0.0341459
1,2022-10-01,Tataouine,88159.5,10,2022,104159,-0.153606,-0.798392
1,2022-11-01,Tataouine,89381,11,2022,104662,-0.146,-0.753379
1,2022-12-01,Tataouine,85032.3,12,2022,98538.3,-0.137063,-0.70049
1,2023-01-01,Tataouine,87388.8,1,2023,89580.6,-0.0244673,-0.0341459
0.999841,2023-02-01,Tataouine,99229.9,2,2023,90963,0.0908819,0.648492
1,2023-03-01,Tataouine,80983.3,3,2023,89227.5,-0.0923959,-0.436148
1,2023-04-01,Tataouine,88397.4,4,2023,88333.3,0.000725536,0.114946
1,2023-05-01,Tataouine,93793.8,5,2023,85182.7,0.10109,0.708903
1,2023-06-01,Tataouine,106736,6,2023,95836.1,0.113731,0.78371
1,2023-07-01,Tataouine,75677.5,7,2023,73445.3,0.0303935,0.290521
1,2023-08-01,Tataouine,72199.7,8,2023,84243.8,-0.142967,-0.735429
1,2023-09-01,Tataouine,87904.1,9,2023,84316.8,0.0425456,0.362437
1,2023-10-01,Tataouine,109857,10,2023,96926.4,0.13341,0.900175
1,2023-11-01,Tataouine,109606,11,2023,97920,0.119342,0.81692
1,2023-12-01,Tataouine,88120.5,12,2023,97508.9,-0.0962829,-0.459151
1,2024-01-01,Tataouine,107300,1,2024,82943.3,0.293659,1.84853
1,2024-02-01,Tataouine,103047,2,2024,89690.6,0.148919,0.991956
1,2024-03-01,Tataouine,96493.6,3,2024,84057.4,0.147948,0.986209
1,2024-04-01,Tataouine,85047.1,4,2024,89450,-0.0492222,-0.180646
1,2024-05-01,Tataouine,80551.7,5,2024,89596.8,-0.100953,-0.48679
1,2024-06-04,Tataouine,95632.2,6,2024,99537.2,-0.0392312,-0.121519
1,2024-07-01,Tataouine,85993.3,7,2024,70006.7,0.228358,1.46207
1,2024-08-01,Tataouine,97891.4,8,2024,75679.9,0.293493,1.84754
1,2024-09-01,Tataouine,86631.2,9,2024,84741.1,0.0223041,0.242648
1,2024-10-01,Tataouine,110838,10,2024,96599.6,0.147394,0.982929
1,2024-11-01,Tataouine,114626,11,2024,96246.5,0.190968,1.2408
1,2024-12-01,Tataouine,106565,12,2024,91360.9,0.166414,1.09549
1,2021-01-01,Tozeur,18882.3,1,2021,21935.4,-0.139184,-0.96983
1,2021-02-01,Tozeur,21051.9,2,2021,21282.1,-0.0108154,-0.104433
1,2021-03-01,Tozeur,17786.8,3,2021,19461.3,-0.0860407,-0.611563
1,2021-04-01,Tozeur,16993.9,4,2021,20608.1,-0.175381,-1.21385
1,2021-05-01,Tozeur,18139.1,5,2021,20199.6,-0.102006,-0.719192
1,2021-06-01,Tozeur,21702.6,6,2021,23733.7,-0.0855801,-0.608458
1,2021-07-01,Tozeur,19212,7,2021,17499.6,0.097857,0.628181
1,2021-08-01,Tozeur,19239.9,8,2021,18260.8,0.0536171,0.329938
1,2021-09-01,Tozeur,17295.6,9,2021,19349.5,-0.106144,-0.747088
1,2021-10-01,Tozeur,19776,10,2021,22578.4,-0.124121,-0.868281
1,2021-11-01,Tozeur,18909.2,11,2021,23270.5,-0.187416,-1.29499
1,2021-12-01,Tozeur,21871.4,12,2021,21497.6,0.0173865,0.0856899
1,2022-01-01,Tozeur,19387.1,1,2022,21767.1,-0.10934,-0.768634
1,2022-02-01,Tozeur,18609.8,2,2022,22096.2,-0.157782,-1.09521
1,2022-03-01,Tozeur,17460.5,3,2022,19570,-0.107794,-0.758211
1,2022-04-01,Tozeur,21154,4,2022,19221.4,0.100542,0.646282
1,2022-05-01,Tozeur,20079.6,5,2022,19552.8,0.026944,0.150122
1,2022-06-01,Tozeur,23314.4,6,2022,23196.5,0.00508413,0.00275382
1,2022-07-01,Tozeur,13749.4,7,2022,19320.5,-0.288353,-1.97545
1,2022-08-01,Tozeur,15385.8,8,2022,19545.5,-0.212822,-1.46626
1,2022-09-01,Tozeur,18896.2,9,2022,18815.9,0.00426715,-0.00275382
1,2022-10-01,Tozeur,19803,10,2022,22569.5,-0.122577,-0.857873
1,2022-11-01,Tozeur,20622.6,11,2022,22699.4,-0.0914899,-0.648299
1,2022-12-01,Tozeur,19996.9,12,2022,22122.4,-0.0960794,-0.679239
1,2023-01-01,Tozeur,20389,1,2023,21433.2,-0.0487194,-0.359962
1,2023-02-01,Tozeur,22213.4,2,2023,20895,0.0630976,0.393851
1,2023-03-01,Tozeur,19076.7,3,2023,19031.3,0.00238282,-0.015457
1,2023-04-01,Tozeur,20628.4,4,2023,19396.6,0.0635086,0.396622
1,2023-05-01,Tozeur,22157.6,5,2023,18860.1,0.174844,1.14719
1,2023-06-01,Tozeur,24992,6,2023,22637.3,0.104022,0.669742
1,2023-07-01,Tozeur,18626.3,7,2023,17694.8,0.0526434,0.323374
1,2023-08-01,Tozeur,17998.1,8,2023,18674.7,-0.0362341,-0.275793
1,2023-09-01,Tozeur,19547.5,9,2023,18598.8,0.0510073,0.312344
1,2023-10-01,Tozeur,23862.3,10,2023,21216.4,0.124711,0.809214
1,2023-11-01,Tozeur,24867.2,11,2023,21284.5,0.168328,1.10326
1,2023-12-01,Tozeur,20383.1,12,2023,21993.7,-0.0732303,-0.525202
1,2024-01-01,Tozeur,26030.1,1,2024,19552.8,0.331271,2.20174
1,2024-02-01,Tozeur,23023.2,2,2024,20625,0.116273,0.752329
1,2024-03-01,Tozeur,21846.6,3,2024,18108,0.206464,1.36035
1,2024-04-01,Tozeur,20041.9,4,2024,19592.1,0.0229612,0.123272
1,2024-05-01,Tozeur,18361.5,5,2024,20125.4,-0.0876467,-0.62239
1,2024-06-04,Tozeur,22894.8,6,2024,23336.3,-0.018922,-0.159083
1,2024-07-01,Tozeur,20123.1,7,2024,17195.9,0.170224,1.11604
1,2024-08-01,Tozeur,21398.5,8,2024,17541.2,0.219898,1.45092
1,2024-09-01,Tozeur,19604.7,9,2024,18579.8,0.0551598,0.340338
1,2024-10-01,Tozeur,24070.1,10,2024,21147.1,0.138225,0.900322
1,2024-11-01,Tozeur,24321.6,11,2024,21466.4,0.133011,0.865171
1,2024-12-01,Tozeur,24112.8,12,2024,20750.5,0.162037,1.06085
1,2021-01-01,Tunis,51528.9,1,2021,49682.6,0.0371628,0.577571
1,2021-02-01,Tunis,54033.5,2,2021,52892.3,0.0215746,0.293903
1,2021-03-01,Tunis,52113.3,3,2021,53732.9,-0.030141,-0.647191
1,2021-04-01,Tunis,54256.5,4,2021,55111.7,-0.0155187,-0.381103
1,2021-05-01,Tunis,54806.4,5,2021,49514,0.106888,1.84639
1,2021-06-01,Tunis,54495.1,6,2021,52859.8,0.0309384,0.464302
1,2021-07-01,Tunis,51770.5,7,2021,48210.1,0.0738514,1.24521
1,2021-08-01,Tunis,43779.1,8,2021,51471.3,-0.149446,-2.81824
1,2021-09-01,Tunis,50405.2,9,2021,50188.5,0.00431912,-0.0201028
1,2021-10-01,Tunis,47240.1,10,2021,54081,-0.126493,-2.40056
1,2021-11-01,Tunis,50584.5,11,2021,52390.2,-0.0344645,-0.725869
1,2021-12-01,Tunis,46775.7,12,2021,50383.4,-0.0716059,-1.40175
1,2022-01-01,Tunis,46822.9,1,2022,51251.3,-0.086406,-1.67108
1,2022-02-01,Tunis,52190.4,2,2022,53506.7,-0.0246002,-0.546363
1,2022-03-01,Tunis,48700.5,3,2022,54870.5,-0.112447,-2.14495
1,2022-04-01,Tunis,55376.5,4,2022,54738.4,0.0116568,0.113425
1,2022-05-01,Tunis,47087.2,5,2022,52087.1,-0.0959901,-1.84548
1,2022-06-01,Tunis,51177.6,6,2022,53965.6,-0.0516636,-1.03885
1,2022-07-01,Tunis,46529.8,7,2022,49957,-0.0686035,-1.34711
1,2022-08-01,Tunis,49656.7,8,2022,49512.1,0.00292156,-0.0455349
1,2022-09-01,Tunis,50743.6,9,2022,50075.7,0.0133386,0.14403
1,2022-10-01,Tunis,55149.4,10,2022,51444.6,0.0720162,1.21182
1,2022-11-01,Tunis,50760.5,11,2022,52331.5,-0.0300209,-0.645006
1,2022-12-01,Tunis,54550,12,2022,47792,0.141405,2.47453
0.999305,2023-01-01,Tunis,50444.4,1,2023,50044.1,0.00799844,0.0468516
1,2023-02-01,Tunis,53049,2,2023,53220.5,-0.00322165,-0.157326
1,2023-03-01,Tunis,58317.1,3,2023,51665,0.128755,2.24433
1,2023-04-01,Tunis,53425.8,4,2023,55388.6,-0.0354371,-0.743567
1,2023-05-01,Tunis,48250.4,5,2023,51699.3,-0.0667116,-1.31269
1,2023-06-01,Tunis,53245.8,6,2023,53276.2,-0.000570681,-0.109085
1,2023-07-01,Tunis,49703.4,7,2023,48899.2,0.0164457,0.200571
1,2023-08-01,Tunis,52800.8,8,2023,48464.1,0.0894836,1.52968
1,2023-09-01,Tunis,48693.1,9,2023,50759.2,-0.0407022,-0.83938
1,2023-10-01,Tunis,52505.9,10,2023,52325.8,0.00344196,-0.036065
1,2023-11-01,Tunis,53786.1,11,2023,51323,0.0479939,0.77467
1,2023-12-01,Tunis,48494.6,12,2023,49810.5,-0.026417,-0.579424
1,2024-01-01,Tunis,51780.5,1,2024,49598.7,0.043989,0.701791
1,2024-02-01,Tunis,53437.6,2,2024,53091,0.00652852,0.0201028
1,2024-03-01,Tunis,54181.1,3,2024,53043.7,0.0214431,0.29151
1,2024-04-01,Tunis,56532.9,4,2024,54352.9,0.0401083,0.631171
1,2024-05-01,Tunis,53204.4,5,2024,50048,0.0630666,1.04896
1,2024-06-04,Tunis,54155.9,6,2024,52972.8,0.0223334,0.307712
1,2024-07-01,Tunis,48397.2,7,2024,49334.6,-0.0189996,-0.444447
1,2024-08-01,Tunis,51956.3,8,2024,48745.5,0.065868,1.09993
1,2024-09-01,Tunis,51128.6,9,2024,49947.3,0.0236509,0.331687
1,2024-10-01,Tunis,54587.7,10,2024,51631.8,0.0572499,0.943106
1,2024-11-01,Tunis,52623.8,11,2024,51710.4,0.0176648,0.222755
1,2024-12-01,Tunis,48105.7,12,2024,49940.1,-0.0367329,-0.767147
1,2021-01-01,Zaghouan,15987.6,1,2021,17727.6,-0.0981522,-0.562084
1,2021-02-01,Zaghouan,17641,2,2021,18555.6,-0.0492913,-0.252013
1,2021-03-01,Zaghouan,14956.2,3,2021,18122.9,-0.174737,-1.04809
1,2021-04-01,Zaghouan,15693.5,4,2021,18376.7,-0.146011,-0.865796
1,2021-05-01,Zaghouan,16584.8,5,2021,18514.4,-0.104218,-0.600576
1,2021-06-01,Zaghouan,18968.8,6,2021,21147.1,-0.103008,-0.5929
1,2021-07-01,Zaghouan,17010.7,7,2021,17735.2,-0.0408516,-0.198455
1,2021-08-01,Zaghouan,16804.3,8,2021,17076.2,-0.0159212,-0.040247
1,2021-09-01,Zaghouan,14895,9,2021,17206.3,-0.134327,-0.791647
1,2021-10-01,Zaghouan,15165.7,10,2021,19339,-0.215797,-1.30865
1,2021-11-01,Zaghouan,15286.1,11,2021,20042.2,-0.237302,-1.44513
1,2021-12-01,Zaghouan,15924.5,12,2021,18590.5,-0.143404,-0.84925
1,2022-01-01,Zaghouan,14666.2,1,2022,18168.1,-0.192752,-1.16241
1,2022-02-01,Zaghouan,16659.5,2,2022,18882.8,-0.117745,-0.686418
1,2022-03-01,Zaghouan,15075.4,3,2022,18083.2,-0.166331,-0.994747
1,2022-04-01,Zaghouan,17151,4,2022,17890.9,-0.0413597,-0.20168
1,2022-05-01,Zaghouan,17439.2,5,2022,18229.6,-0.0433589,-0.214366
1,2022-06-01,Zaghouan,20130.6,6,2022,20759.8,-0.0303106,-0.131562
1,2022-07-01,Zaghouan,14790.2,7,2022,18475.4,-0.199464,-1.20501
1,2022-08-01,Zaghouan,14397.2,8,2022,17878.6,-0.194725,-1.17494
1,2022-09-01,Zaghouan,15583.8,9,2022,16976.7,-0.0820507,-0.459904
1,2022-10-01,Zaghouan,17695,10,2022,18495.9,-0.043304,-0.214018
1,2022-11-01,Zaghouan,17767.7,11,2022,19215,-0.0753188,-0.417184
1,2022-12-01,Zaghouan,18310,12,2022,17795.3,0.0289231,0.244334
1,2023-01-01,Zaghouan,17538.3,1,2023,17210.7,0.0190321,0.181566
1,2023-02-01,Zaghouan,19430.5,2,2023,17959.1,0.0819321,0.580728
1,2023-03-01,Zaghouan,18736.4,3,2023,16862.9,0.111104,0.765851
1,2023-04-01,Zaghouan,18763.1,4,2023,17353.5,0.081229,0.576267
1,2023-05-01,Zaghouan,19713.9,5,2023,17471.3,0.128356,0.875333
1,2023-06-01,Zaghouan,21657.2,6,2023,20250.9,0.0694444,0.501482
1,2023-07-01,Zaghouan,18122.3,7,2023,17364.7,0.0436297,0.337662
1,2023-08-01,Zaghouan,16966.9,8,2023,17022,-0.00323694,0.040247
1,2023-09-01,Zaghouan,17783.7,9,2023,16243.4,0.0948277,0.662564
1,2023-10-01,Zaghouan,20206,10,2023,17658.9,0.144237,0.976117
1,2023-11-01,Zaghouan,21186.7,11,2023,18075.3,0.172131,1.15313
1,2023-12-01,Zaghouan,16775.4,12,2023,18306.8,-0.083653,-0.470072
1,2024-01-01,Zaghouan,20978.4,1,2024,16064,0.305925,2.00218
1,2024-02-01,Zaghouan,19576.9,2,2024,17910.3,0.0930498,0.651282
1,2024-03-01,Zaghouan,20557,3,2024,16256,0.26458,1.73981
1,2024-04-01,Zaghouan,19216.1,4,2024,17202.6,0.11705,0.803588
1,2024-05-01,Zaghouan,18390,5,2024,17912.6,0.0266509,0.229915
1,2024-06-04,Zaghouan,21653.4,6,2024,20252.2,0.0691901,0.499868
1,2024-07-01,Zaghouan,20293.2,7,2024,16641.1,0.219461,1.45348
1,2024-08-01,Zaghouan,19864.5,8,2024,16056.1,0.237192,1.56601
1,2024-09-01,Zaghouan,18251.4,9,2024,16087.5,0.134508,0.914372
1,2024-10-01,Zaghouan,20116.1,10,2024,17688.9,0.137214,0.931546
1,2024-11-01,Zaghouan,21172.1,11,2024,18080.2,0.171014,1.14604
1,2024-12-01,Zaghouan,20686,12,2024,17003.3,0.216585,1.43524
