shapeID,name,area_km2,n_pixels,sol,rad_km2,sol_per_km2,mean_rad,median_rad,p90_rad,max_rad,lit_area_km2,lit_share,core_area_km2,core_share,pop,pop_inhabited,pop_lit,pop_dark,pop_lit_share,pop_density,sol_per_capita,gini_pixels,gini_pop_light,cv_rad,sol_share_nat,pop_share_nat,light_pop_ratio,parent
11933810B49203985770178,تطاوين الشمالية,2827.8,13530,4281.5,892.627,1.51407,0.316445,0,0.520836,57.5741,314.95,0.111376,18.5487,0.00655941,37992.5,34359,28141.7,6217.33,0.819048,13.4354,0.112693,0.963051,0.60049,7.59988,0.00725366,0.00326332,2.22278,Tataouine
11933810B42878076535883,رمادة,27497,130220,9220.44,1951.95,0.335326,0.0708066,0,0,214.421,526.728,0.0191559,27.7279,0.0010084,10563.5,3552.89,3425.54,127.345,0.964157,0.384169,0.872859,0.994684,0.886985,27.5562,0.0156211,0.000907339,17.2164,Tataouine
11933810B83498935151337,الصمار,1985.26,9508,710.651,148.112,0.357963,0.0747425,0,0,21.9748,107.973,0.0543872,1.45789,0.000734359,15586.8,12697.3,5351.65,7345.63,0.42148,7.85123,0.0455933,0.972146,0.859086,7.74017,0.00120398,0.00133881,0.899291,Tataouine
11933810B11827339972029,سليمان,141.712,712,5181.13,1031.49,36.5609,7.27687,2.73557,20.4849,70.9857,132.165,0.932631,25.8824,0.18264,59889.2,59889.2,59119.1,770.093,0.987141,422.611,0.0865119,0.648789,0.505778,1.63321,0.0087778,0.00514411,1.70638,Nabeul
11933810B93669853270617,أولاد حفوز,420.716,2071,933.156,189.612,2.21802,0.450582,0,0.98877,26.2982,155.633,0.369923,1.21929,0.00289813,21295.8,21295.8,10445.3,10850.5,0.490486,50.6181,0.0438187,0.777589,0.828429,3.03753,0.00158094,0.00182918,0.864288,Sidi Bouzid
11933810B54153099076840,الرديف,401.76,1960,1370.42,280.854,3.41105,0.699195,0,0.981206,46.2995,98.1696,0.244349,6.35314,0.0158133,24465,24456.1,18017.1,6438.95,0.736713,60.8945,0.0560157,0.920651,0.637751,4.95054,0.00232175,0.00210139,1.10486,Gafsa
11933810B17149479798456,الناظور,354.862,1769,1405.88,282.073,3.96177,0.794732,0,1.62162,51.6744,140.066,0.394705,3.81131,0.0107402,34646.5,34646.5,23794.7,10851.8,0.686785,97.6335,0.0405779,0.824678,0.745207,3.6724,0.00238183,0.00297592,0.800366,Zaghouan
11933810B3957312331643,زرمدين,250.927,1242,2325.21,469.768,9.26645,1.87215,1.05544,3.55564,37.4194,182.042,0.725477,6.86799,0.0273705,33712.8,33711.4,30198.1,3513.3,0.895783,134.353,0.068971,0.644168,0.59213,1.93178,0.00393933,0.00289572,1.3604,Monastir
11933810B51337682918507,القيروان الجنوبية,519.035,2570,5518.48,1113.7,10.6322,2.14727,0.777831,2.39261,116.785,310.172,0.597593,15.7375,0.0303207,62619.9,62619.6,53613.1,9006.59,0.85617,120.647,0.0881267,0.816828,0.673746,4.01177,0.00934934,0.00537866,1.73823,Kairouan
11933810B93089307586019,قابس الغربية,152.975,742,3375.24,695.701,22.064,4.54884,1.13072,13.9385,146.423,104.934,0.685957,18.7568,0.122613,35899.1,35899.1,34539.1,1359.92,0.962118,234.672,0.0940203,0.775765,0.515726,2.51948,0.00571829,0.00308351,1.85447,Gabès
11933810B87788045325558,أوتيك,371.509,1874,1882.11,373.084,5.06614,1.00433,0.744669,1.85749,36.0303,202.005,0.543743,3.96374,0.0106693,20868.3,20868.3,16279.2,4589.15,0.78009,56.1718,0.09019,0.697993,0.694185,2.29253,0.00318865,0.00179246,1.77892,Bizerte
11933810B95745204086870,سيدي مخلوف,656.72,3173,1186.17,245.645,1.80621,0.373833,0,1.01523,21.1109,194.632,0.29637,1.03529,0.00157646,27335.5,27335.5,13999.8,13335.7,0.512147,41.6243,0.0433931,0.819516,0.772532,2.73763,0.0020096,0.00234795,0.855893,Médenine
11933810B61155262377860,مارث,996.159,4814,2536.71,524.469,2.54649,0.526944,0,1.13089,41.4453,286.608,0.287713,8.47538,0.00850806,64717.8,64623.6,46100.2,18523.4,0.713365,64.9674,0.0391965,0.866492,0.729646,3.876,0.00429766,0.00555887,0.773118,Gabès
11933810B61814585339016,تالة,713.438,3533,1468.67,296.587,2.05858,0.4157,0,0.803305,54.4487,180.713,0.253299,4.24163,0.00594534,37815.4,37815.4,20335.2,17480.2,0.53775,53.0044,0.0388378,0.892213,0.806046,5.6916,0.0024882,0.00324811,0.766044,Kasserine
11933810B10637834163678,بنزرت الجنوبية,402.431,2036,2139.12,422.81,5.31549,1.05065,0,1.85933,51.6943,132.845,0.330105,10.0793,0.0250461,66154.4,66152.7,49933.8,16218.9,0.754826,164.387,0.0323352,0.881733,0.643457,3.6306,0.00362407,0.00568226,0.637786,Bizerte
11933810B59009288682307,الكاف الشرقية,391.862,1955,2494.97,500.14,6.36695,1.2762,0,1.6872,90.0515,140.517,0.358589,10.023,0.0255779,40481.6,40481.6,32863.1,7618.55,0.811802,103.306,0.0616321,0.895136,0.604589,4.51613,0.00422694,0.00347712,1.21564,El Kef
11933810B77828978418448,جبنيانة,252.195,1241,2183.16,443.804,8.65667,1.7592,0.964812,3.3442,31.7227,188.802,0.748638,7.727,0.0306391,52655.2,52655.2,49068.7,3586.5,0.931887,208.788,0.0414615,0.637407,0.574229,1.8868,0.00369869,0.00452276,0.817794,Sfax
11933810B2147309578114,مطماطة الجديدة,750.616,3630,853.945,176.52,1.13766,0.235246,0,0.616958,42.4683,98.8233,0.131656,3.30696,0.00440566,12911.5,12525.8,6444.95,6080.8,0.514536,17.2012,0.0661385,0.944553,0.79933,6.92248,0.00144674,0.00110901,1.30453,Gabès
11933810B84977870340871,عين دراهم,486.902,2448,763.744,151.911,1.56858,0.311987,0,0.842163,19.0639,98.2633,0.201813,1.98874,0.00408447,33054.6,33048.8,18228.9,14819.9,0.551575,67.8875,0.0231056,0.892446,0.752345,3.85465,0.00129393,0.00283919,0.455738,Jendouba
11933810B24565531401721,السند,764.905,3739,1371.51,280.623,1.79305,0.366813,0,0.774038,41.6801,169.221,0.221231,5.31934,0.00695425,39102.5,39102.5,21045.6,18056.9,0.538217,51.1207,0.0350748,0.903021,0.776535,5.273,0.0023236,0.00335867,0.691822,Gafsa
11933810B45442684753250,التحرير,1.59022,8,653.244,129.851,410.789,81.6555,82.3724,89.7813,92.1802,1.59022,1,1.59022,1,18854.2,18854.2,18854.2,0,1,11856.3,0.0346472,0.0529395,0.0550256,0.0977351,0.00110672,0.00161946,0.683388,Tunis
11933810B21943551709100,جلمة,666.65,3291,2527.21,512.118,3.79091,0.767916,0,1.19726,59.38,318.282,0.477435,6.48591,0.00972911,43213.5,43213.5,29318.4,13895,0.678456,64.8218,0.058482,0.772131,0.78886,4.13972,0.00428157,0.00371177,1.15351,Sidi Bouzid
11933810B27074780106305,الزهور,1.98858,10,599.291,119.174,301.366,59.9291,63.1977,77.553,77.9377,1.98858,1,1.98858,1,701.003,701.003,701.003,0,1,352.514,0.854905,0.142958,2.77307e-09,0.257911,0.00101531,6.02119e-05,16.8623,Tunis
11933810B6714146070039,حيدرة,495.039,2450,839.556,169.601,1.69594,0.342676,0,0.788187,40.2025,114.947,0.232199,2.6261,0.00530484,11223.3,11220.9,6156.11,5064.76,0.54863,22.6716,0.0748048,0.888481,0.756812,5.23187,0.00142236,0.000964012,1.47546,Kasserine
11933810B18230049002493,المدينة,1.19309,6,716.52,142.479,600.558,119.42,123.152,125.986,127.02,1.19309,1,1.19309,1,11506.1,11506.1,11506.1,0,1,9643.99,0.0622728,0.0337677,0.0331404,0.0639132,0.00121392,0.000988308,1.22828,Tunis
11933810B70158392681362,النفيضة,381.178,1900,4711.14,945.133,12.3594,2.47955,1.14349,4.91248,60.0367,317.982,0.834209,18.2553,0.0478919,57503.6,57503.6,54161,3342.53,0.941873,150.858,0.0819278,0.626564,0.596639,1.91443,0.00798155,0.0049392,1.61596,Sousse
11933810B78138707020335,باب سويقة,1.98828,10,1037.24,206.232,521.676,103.724,99.9351,117.669,119.431,1.98828,1,1.98828,1,26202.5,26202.5,26202.5,0,1,13178.5,0.0395854,0.0454779,0.0434308,0.0831411,0.00175728,0.00225064,0.780791,Tunis
11933810B79340019170790,بنزرت الشمالية,54.0982,274,2854.37,563.927,52.7627,10.4174,1.20278,44.4578,86.8973,35.555,0.65723,14.224,0.262929,88404.8,88404.8,86058.4,2346.39,0.973459,1634.15,0.0322875,0.756617,0.408458,1.71708,0.00483584,0.00759343,0.636844,Bizerte
11933810B49530197885075,الزريبة,347.2,1735,2258.04,451.704,6.50357,1.30146,0,1.82009,76.2897,170.682,0.491597,6.60016,0.0190097,22604.7,22603.2,17249.2,5354.04,0.76313,65.1058,0.0998923,0.819534,0.783188,4.1878,0.00382554,0.00194161,1.97029,Zaghouan
11933810B5079624698745,مدنين االجنوبية,730.365,3522,3251.85,674.432,4.45236,0.923295,0,1.58179,56.4134,241.345,0.330445,12.0316,0.0164734,66124.3,66124.3,51269.7,14854.6,0.775353,90.5361,0.0491778,0.879612,0.668074,4.13815,0.00550924,0.00567968,0.969991,Médenine
11933810B55082969984596,السواسي,345.353,1705,2398.51,485.816,6.9451,1.40675,0.874876,2.62392,46.8492,252.382,0.730796,5.06368,0.0146623,48420.1,48420.1,41740.7,6679.44,0.862052,140.205,0.0495354,0.614532,0.700346,2.27324,0.00406352,0.00415899,0.977046,Mahdia
11933810B3203162636288,فوشانة,39.4242,198,5291.63,1053.54,134.223,26.7254,19.011,67.3215,100.119,39.4242,1,26.2812,0.666627,73709.1,73709.1,73709.1,0,1,1869.64,0.0717907,0.475612,0.364497,0.901943,0.00896501,0.00633116,1.41601,Ben Arous
11933810B75310279086219,مجاز الباب,461.13,2316,2360.41,470.221,5.11876,1.01918,0,1.69303,43.5867,197.174,0.427588,9.1649,0.0198749,46956.9,46956.9,37027.1,9929.73,0.788535,101.83,0.0502677,0.829633,0.670228,3.4648,0.00399898,0.00403331,0.991489,Béja
11933810B2824472069390,مرناق,397.173,1992,6328.65,1260.94,15.9342,3.17703,1.44536,7.68432,50.1868,311.777,0.784989,29.4791,0.0742222,60918.8,60918.8,58201,2717.78,0.955387,153.381,0.103887,0.64221,0.515565,1.65277,0.0107219,0.00523255,2.04908,Ben Arous
11933810B89916598335200,المرسى,30.1864,152,5687.87,1129.69,188.425,37.4202,34.3716,71.3487,84.8861,30.1864,1,27.0096,0.89476,101337,101337,101337,0,1,3357.03,0.0561284,0.32502,0.270812,0.572469,0.00963632,0.00870422,1.10709,Tunis
11933810B30611491582390,المطوية,409.634,1991,1828.36,376.403,4.46341,0.918314,0,1.6852,30.689,140.135,0.342099,8.64928,0.0211147,28824.3,28824.3,22112.9,6711.33,0.767164,70.3659,0.0634314,0.865007,0.636371,3.31083,0.00309759,0.00247583,1.25113,Gabès
11933810B38388231155929,المضيلة,643.037,3131,1072.1,219.975,1.66724,0.342414,0,0.747457,29.617,95.6356,0.148725,4.71828,0.00733749,16758.3,16242.4,10339.8,5902.68,0.636589,26.0612,0.0639742,0.937872,0.705394,4.98292,0.00181634,0.00143944,1.26184,Gafsa
11933810B11969920480260,القطار,928.187,4523,1524.38,312.588,1.64232,0.337029,0,0.782918,38.9328,161.584,0.174085,4.10125,0.00441856,20393.7,19699.4,12862.3,6837.1,0.652929,21.9715,0.0747478,0.923891,0.734504,5.3502,0.00258259,0.00175169,1.47434,Gafsa
11933810B88432623246130,قبلي الشمالية,1818.68,8818,4920.24,1016.23,2.70539,0.557977,0,0.901331,92.8144,265.962,0.146239,21.2745,0.0116978,58418.6,56581.8,42439.5,14142.3,0.750056,32.1214,0.0842239,0.951928,0.726906,6.36838,0.00833581,0.0050178,1.66125,Kébili
11933810B29604582719412,باجة الجنوبية,363.628,1825,2275.7,453.095,6.25834,1.24696,0,1.87391,67.3503,142.21,0.391088,9.55508,0.0262771,33870.1,33865.6,26785.7,7079.87,0.790942,93.1449,0.0671893,0.869436,0.622613,3.90385,0.00385547,0.00290923,1.32525,Béja
11933810B6535547360334,القصرين الشمالية,97.3917,480,3480.09,706.387,35.7329,7.25019,1.04848,25.5094,72.6153,65.5437,0.672991,16.2387,0.166736,71379.6,71379.6,69881.1,1498.52,0.979006,732.912,0.0487547,0.801686,0.364322,2.11248,0.00589592,0.00613107,0.961647,Kasserine
11933810B95103152566623,باردو,7.55495,38,2315.89,460.435,306.54,60.9445,60.6368,76.8494,97.0119,7.55495,1,7.55495,1,97911,97911,97911,0,1,12959.8,0.023653,0.123749,0.124767,0.219784,0.00392355,0.00840995,0.466537,Tunis
11933810B5544515796376,الميدة,151.675,762,1372.09,273.132,9.04626,1.80065,1.3361,3.23986,19.4,137.745,0.908162,1.39323,0.00918565,28742.8,28742.8,27872,870.796,0.969704,189.502,0.0477369,0.422093,0.506249,1.04586,0.00232458,0.00246883,0.941572,Nabeul
11933810B20435458440644,حفوز,608.632,3015,1206.1,243.497,1.98165,0.400032,0,0.905682,32.7827,185.762,0.305212,2.82551,0.00464239,36179.4,36179.4,19970.5,16208.9,0.551984,59.4439,0.0333365,0.833025,0.809813,3.86349,0.00204335,0.00310759,0.657535,Kairouan
11933810B76458029989338,شربان,444.083,2189,739.986,150.045,1.66632,0.338047,0,0.971684,13.9733,122.692,0.276282,1.01353,0.00228229,22454.5,22454.5,10956.1,11498.5,0.487922,50.5639,0.0329548,0.82655,0.78099,2.6778,0.00125367,0.00192871,0.650007,Mahdia
11933810B30403367882459,مكثر,340.737,1693,1211.99,243.922,3.55696,0.715882,0,1.03812,44.5734,101.029,0.296501,5.43423,0.0159485,27453.9,27453.9,19041.7,8412.21,0.693588,80.5721,0.0441463,0.898707,0.670165,4.70805,0.00205333,0.00235812,0.870749,Siliana
11933810B81248278761241,بن عروس,6.765,34,2150.59,427.907,317.899,63.2525,62.3447,78.0299,81.9235,6.765,1,6.765,1,49949.6,49949.6,49949.6,0,1,7383.54,0.0430551,0.0898727,0.0816965,0.162551,0.0036435,0.00429037,0.849227,Ben Arous
11933810B81805450499121,سبيبة,445.361,2203,1334.36,269.691,2.99613,0.605701,0.521083,1.06514,38.6879,226.191,0.507883,2.62675,0.00589802,40092,40092,31058.5,9033.46,0.774682,90.0214,0.0332824,0.684136,0.737394,3.16261,0.00226065,0.00344366,0.656469,Kasserine
11933810B37574036497971,المكناسي,621.991,3044,1430.44,292.361,2.29978,0.469922,0,0.83837,49.3297,147.545,0.237215,4.9056,0.00788694,25875.3,25875.3,15161.8,10713.6,0.585955,41.6008,0.0552821,0.90864,0.755481,5.52021,0.00242344,0.00222253,1.0904,Sidi Bouzid
11933810B72846800304376,غار الدماء,504.684,2528,1612.65,322.07,3.19536,0.637914,0,1.04404,47.4595,138.579,0.274585,6.791,0.013456,60439.9,60438.5,42168.5,18270,0.69771,119.758,0.0266818,0.897108,0.672444,4.72884,0.00273212,0.00519141,0.526277,Jendouba
11933810B91924190982808,سبالة أوالد عسكر,293.117,1445,1140.06,231.364,3.88943,0.788969,0.631566,1.42048,39.1051,154.834,0.528233,2.4354,0.00830861,20706.1,20706.1,15786.2,4919.86,0.762395,70.6411,0.0550591,0.698958,0.745292,2.75571,0.00193147,0.00177853,1.086,Sidi Bouzid
11933810B4781158018226,بورويس,273.984,1367,305.94,61.3153,1.11663,0.223804,0,0.645751,23.206,43.2828,0.157975,0.801791,0.00292641,11227.8,11227.8,5038.41,6189.43,0.448742,40.9799,0.0272483,0.922976,0.815432,5.51525,0.000518319,0.000964403,0.537451,Siliana
11933810B50994391352057,قفصة الشمالية,532.186,2603,691.192,141.356,1.29878,0.265537,0,0.876086,23.9964,142.118,0.267047,0.409096,0.00076871,9657.34,9657.34,4141.4,5515.94,0.428834,18.1466,0.0715716,0.813801,0.808266,2.83729,0.00117101,0.000829506,1.41169,Gafsa
11933810B36279508615628,مدنين الشمالية,332.235,1602,2520.72,522.842,7.58714,1.57348,0,2.64429,67.0536,124.438,0.374547,11.2011,0.0337142,50752.3,50752.3,44158.9,6593.44,0.870086,152.76,0.049667,0.886979,0.582466,3.81378,0.00427057,0.00435931,0.979642,Médenine
11933810B83603965964672,الوسلاتية,910.448,4525,946.582,190.538,1.03969,0.209189,0,0.553186,37.0385,107.085,0.117618,3.2208,0.00353759,34384.3,34384.3,11784.8,22599.5,0.342739,37.7663,0.0275295,0.950852,0.856747,6.79279,0.00160369,0.0029534,0.542997,Kairouan
11933810B8202711908587,بني حسان,85.892,425,1378.85,278.612,16.0533,3.24435,1.46321,6.65529,38.2652,79.0199,0.919991,5.45472,0.0635068,14491.5,14491.5,14091.8,399.672,0.97242,168.717,0.0951492,0.586763,0.574535,1.68179,0.00233603,0.00124473,1.87674,Monastir
11933810B14631424416912,القصرين الجنوبية,860.363,4235,2272.91,461.464,2.64181,0.536697,0,1.27754,40.3304,268.27,0.311811,5.68293,0.00660528,27569.7,27569.7,19000.1,8569.58,0.689167,32.0443,0.0824423,0.836258,0.714534,3.62881,0.00385073,0.00236807,1.62611,Kasserine
11933810B87757841010951,فوسانة,911.416,4499,1742.93,353.1,1.91233,0.387404,0,0.95242,37.6878,296.404,0.325213,2.83559,0.00311119,39943.3,39939.7,23979.7,15960,0.600399,43.8256,0.0436351,0.801487,0.785921,3.65456,0.00295285,0.00343089,0.860667,Kasserine
11933810B6690726234201,منزل بورقيبة,127.738,645,2138.94,423.399,16.7448,3.31619,0.833053,9.0199,51.7702,75.8368,0.593692,11.8758,0.0929706,56987,56987,53945.9,3041.12,0.946635,446.126,0.0375338,0.811738,0.434697,2.4314,0.00362376,0.00489484,0.740324,Bizerte
11933810B33888578945237,قصور الساف,220.519,1089,2821.42,571.219,12.7945,2.59084,1.33297,5.30067,34.9317,195.4,0.886095,9.51402,0.0431438,56637,56637,54752.9,1884.13,0.966733,256.836,0.0498158,0.558041,0.549063,1.51321,0.00478002,0.00486478,0.982577,Mahdia
11933810B16609511598620,قربة,206.684,1037,4404.12,878.133,21.3085,4.24698,1.71394,10.144,84.1795,187.157,0.905523,21.3399,0.103249,73579,73579,72205.7,1373.23,0.981337,355.997,0.0598557,0.634257,0.54395,1.8296,0.00746141,0.00631998,1.18061,Nabeul
11933810B43224810674441,عمدون,241.219,1213,485.851,96.6511,2.01415,0.400537,0,1.04743,16.2423,62.2648,0.258126,1.19353,0.00494793,21483,21482.8,12495.3,8987.47,0.581643,89.0603,0.0226156,0.862938,0.707756,3.09155,0.000823123,0.00184526,0.446075,Béja
11933810B58495148677727,المهدية,164.988,816,4877.32,986.048,29.5616,5.9771,1.83966,14.0347,71.2867,152.857,0.926471,19.2057,0.116406,77981,77981,76193.7,1787.34,0.97708,472.646,0.0625449,0.686596,0.577296,2.01828,0.00826309,0.00669809,1.23365,Mahdia
11933810B21305509879120,الزهور,3.24835,16,641.781,130.294,197.572,40.1113,35.7052,62.6197,73.8893,3.24835,1,3.24835,1,17687.5,17687.5,17687.5,0,1,5445.09,0.0362843,0.243395,0.201815,0.428394,0.0010873,0.00151925,0.715679,Kasserine
11933810B9843874857613,العلاء,359.205,1780,711.24,143.564,1.98004,0.399573,0,0.949023,33.0734,95.2648,0.26521,2.01878,0.00562013,25616.5,25616.5,13894.2,11722.3,0.542394,71.3145,0.0277649,0.86873,0.787742,4.17578,0.00120497,0.0022003,0.547639,Kairouan
11933810B85460766663298,جرجيس,881.681,4255,4154.79,860.235,4.71235,0.976449,0,1.84391,129.718,254.483,0.288634,18.6356,0.0211364,74187.5,74174.2,60443.2,13731,0.814882,84.1432,0.0560039,0.893637,0.596925,4.4624,0.00703899,0.00637225,1.10463,Médenine
11933810B63769477321457,Jendouba Nord,297.068,1489,1906.78,380.496,6.41866,1.28058,0,2.17003,62.6308,115.117,0.38751,6.78622,0.022844,51447.4,51447.4,40137.5,11309.9,0.780165,173.184,0.0370627,0.864477,0.640338,3.70661,0.00323044,0.00441902,0.731032,Jendouba
11933810B76554962247664,دقاش,1412.05,6861,1809.29,372.451,1.28132,0.263706,0,0,30.0248,130.073,0.0921165,10.2939,0.00729003,31341.9,29605.9,20217.4,9388.45,0.682886,22.1961,0.0577274,0.963381,0.667852,6.07448,0.00306527,0.00269208,1.13863,Tozeur
11933810B30823561868472,طبربة,285.124,1435,1437.74,285.711,5.04251,1.00191,0,2.21094,27.45,130.147,0.456459,4.57139,0.016033,58234.6,58234.6,47348,10886.6,0.813056,204.243,0.0246888,0.788836,0.609002,2.51573,0.0024358,0.00500199,0.486966,Manouba
11933810B61776975949609,صفاقس المدينة,28.3649,139,4952.97,1010.67,174.616,35.6328,31.6225,64.6134,115.458,28.3649,1,23.8741,0.841676,107320,107320,107320,0,1,3783.54,0.0461514,0.356579,0.246423,0.65968,0.00839125,0.00921813,0.910298,Sfax
11933810B38819723902176,قبلاط,412.257,2066,765.943,152.787,1.85793,0.370737,0,0.880677,38.4979,89.5612,0.217246,2.39419,0.00580753,13883.3,13883.3,7205.48,6677.78,0.519005,33.6763,0.0551702,0.897193,0.806988,5.2233,0.00129765,0.00119249,1.08819,Béja
11933810B33504132443060,نابل,74.6778,374,3924.92,783.934,52.558,10.4944,1.83527,36.6047,76.7124,61.7002,0.826218,21.3718,0.286186,89326.1,89326.1,87396.1,1930.05,0.978393,1196.15,0.0439392,0.70133,0.376514,1.53788,0.00664955,0.00767257,0.866666,Nabeul
11933810B24040773299461,منيهلة,23.0462,116,2794.44,555.229,121.253,24.09,19.0786,51.0459,74.9441,23.0462,1,15.4973,0.672445,153409,153409,153409,0,1,6656.57,0.0182156,0.42149,0.283258,0.761257,0.0047343,0.0131769,0.359288,Ariana
11933810B74384837832426,منوبة‬,11.7303,59,2704.59,537.727,230.565,45.8406,47.0389,69.0123,72.716,11.7303,1,11.5314,0.98305,97883.8,97883.8,97883.8,0,1,8344.55,0.0276307,0.229939,0.181261,0.401478,0.00458209,0.00840762,0.544992,Manouba
11933810B33126972723663,منزل جميل,78.7067,398,2641.93,522.369,33.5668,6.63802,2.3364,19.8965,46.4589,67.0389,0.851756,16.8054,0.21352,50943.6,50943.6,50030,913.579,0.982067,647.258,0.05186,0.649533,0.415959,1.43092,0.00447593,0.00437574,1.0229,Bizerte
11933810B84840502063502,مساكن,330.736,1640,5997.31,1209.11,18.1332,3.6569,1.19694,8.59352,65.6004,236.142,0.713989,30.2403,0.0914334,94972.7,94970.2,90304.8,4665.42,0.950875,287.155,0.0631478,0.746511,0.504433,2.16364,0.0101606,0.00815757,1.24554,Sousse
11933810B37259719331002,ماجل بالعباس,882.231,4325,1135.62,231.703,1.28721,0.262571,0,0.709668,32.5558,162.615,0.184322,3.46841,0.00393141,23412,23411.8,11506.4,11905.5,0.491477,26.5372,0.0485059,0.907913,0.786561,5.36258,0.00192395,0.00201095,0.95674,Kasserine
11933810B95892911712161,كندار,159.703,794,1024.76,206.064,6.41666,1.29063,0.632211,3.14985,20.7547,85.2724,0.533942,4.82576,0.030217,11607.9,11602.4,8774.72,2827.66,0.756286,72.6839,0.0882817,0.755302,0.66813,2.07036,0.00173614,0.000997044,1.74128,Sousse
11933810B44054307576941,قلعة سنان,509.353,2529,1228.21,247.418,2.41131,0.485651,0,1.02403,49.0441,156.501,0.307254,2.82086,0.00553812,14245.6,14230.5,7950.39,6280.16,0.558685,27.9681,0.0862166,0.850055,0.820639,4.49675,0.00208082,0.00122361,1.70055,El Kef
11933810B62465925468138,قلعة الأندلس,189.358,955,2686.33,532.876,14.1865,2.81291,1.25449,5.97911,53.2739,138.219,0.729933,12.1014,0.0639073,38511.9,38510.9,36646.5,1864.4,0.951588,203.381,0.0697531,0.689079,0.531867,2.0409,0.00455114,0.00330794,1.37582,Ariana
11933810B35489062673947,قصر هلال,22.1994,110,2270.8,458.239,102.291,20.6436,9.26987,50.2757,74.5121,22.1994,1,10.6951,0.481772,53832,53832,53832,0,1,2424.93,0.042183,0.526082,0.269901,0.978745,0.00384715,0.00462384,0.832026,Monastir
11933810B27831601054676,قرمبالية,300.485,1507,5279.63,1052.33,17.5704,3.5034,1.56879,7.60499,100.97,212.715,0.707907,22.5199,0.0749451,75516.5,75516.5,71291.6,4224.93,0.944053,251.316,0.0699136,0.704421,0.583706,2.11335,0.00894468,0.00648641,1.37899,Nabeul
11933810B33023449768384,قبلي الجنوبية,1140.08,5512,2342.89,484.67,2.05502,0.425053,0,0.835667,42.3335,163.634,0.143528,12.2057,0.010706,25699.8,23980.8,17277.9,6702.86,0.720491,22.5421,0.0911638,0.943317,0.696091,5.08721,0.0039693,0.00220746,1.79813,Kébili
