shapeID,name,sol,pop,area_km2,parent,sol_0,growth,abs_change,z_robust,flag
11933810B81805450499121,سبيبة,1334.36,40092,445.361,Kasserine,1305.61,0.00242339,28.7536,-1.32037,within normal range · dans la plage normale
11933810B37574036497971,المكناسي,1430.44,25875.3,621.991,Sidi Bouzid,915.686,0.0508117,514.757,0.50851,within normal range · dans la plage normale
11933810B72846800304376,غار الدماء,1612.65,60439.9,504.684,Jendouba,1414.47,0.0146756,198.175,-0.857286,within normal range · dans la plage normale
11933810B91924190982808,سبالة أوالد عسكر,1140.06,20706.1,293.117,Sidi Bouzid,609.167,0.0721201,530.892,1.31388,within normal range · dans la plage normale
11933810B4781158018226,بورويس,305.94,11227.8,273.984,Siliana,449.835,-0.0419282,-143.896,-2.99668,significant loss · baisse significative
11933810B50994391352057,قفصة الشمالية,691.192,9657.34,532.186,Gafsa,543.197,0.0271332,147.995,-0.386439,within normal range · dans la plage normale
11933810B36279508615628,مدنين الشمالية,2520.72,50752.3,332.235,Médenine,1354.84,0.0714198,1165.88,1.28741,within normal range · dans la plage normale
11933810B83603965964672,الوسلاتية,946.582,34384.3,910.448,Kairouan,1181.81,-0.024359,-235.229,-2.33264,within normal range · dans la plage normale
11933810B8202711908587,بني حسان,1378.85,14491.5,85.892,Monastir,610.814,0.0946867,768.037,2.16681,within normal range · dans la plage normale
11933810B14631424416912,القصرين الجنوبية,2272.91,27569.7,860.363,Kasserine,1576.96,0.0414545,695.954,0.154847,within normal range · dans la plage normale
11933810B87757841010951,فوسانة,1742.93,39943.3,911.416,Kasserine,1501.27,0.0167223,241.66,-0.77993,within normal range · dans la plage normale
11933810B6690726234201,منزل بورقيبة,2138.94,56987,127.738,Bizerte,1321.34,0.0549762,817.6,0.665914,within normal range · dans la plage normale
11933810B33888578945237,قصور الساف,2821.42,56637,220.519,Mahdia,1428.04,0.0785956,1393.38,1.55863,within normal range · dans la plage normale
11933810B16609511598620,قربة,4404.12,73579,206.684,Nabeul,3031.47,0.0423725,1372.66,0.189545,within normal range · dans la plage normale
11933810B43224810674441,عمدون,485.851,21483,241.219,Béja,359.668,0.033978,126.184,-0.127733,within normal range · dans la plage normale
11933810B58495148677727,المهدية,4877.32,77981,164.988,Mahdia,3291.29,0.0446706,1586.02,0.276401,within normal range · dans la plage normale
11933810B21305509879120,الزهور,641.781,17687.5,3.24835,Kasserine,645.677,-0.000672311,-3.89637,-1.43738,within normal range · dans la plage normale
11933810B9843874857613,العلاء,711.24,25616.5,359.205,Kairouan,446.091,0.0531986,265.149,0.598726,within normal range · dans la plage normale
11933810B85460766663298,جرجيس,4154.79,74187.5,881.681,Médenine,4253.88,-0.00261539,-99.089,-1.51082,within normal range · dans la plage normale
11933810B63769477321457,Jendouba Nord,1906.78,51447.4,297.068,Jendouba,1224.9,0.0504022,681.883,0.493035,within normal range · dans la plage normale
11933810B76554962247664,دقاش,1809.29,31341.9,1412.05,Tozeur,1590.52,0.0144219,218.764,-0.866877,within normal range · dans la plage normale
11933810B30823561868472,طبربة,1437.74,58234.6,285.124,Manouba,1181.68,0.0220321,256.061,-0.579242,within normal range · dans la plage normale
11933810B61776975949609,صفاقس المدينة,4952.97,107320,28.3649,Sfax,4342.44,0.014724,610.525,-0.855457,within normal range · dans la plage normale
11933810B38819723902176,قبلاط,765.943,13883.3,412.257,Béja,622.475,0.0233125,143.468,-0.530848,within normal range · dans la plage normale
11933810B33504132443060,نابل,3924.92,89326.1,74.6778,Nabeul,3660.83,0.00776959,264.09,-1.11831,within normal range · dans la plage normale
11933810B24040773299461,منيهلة,2794.44,153409,23.0462,Ariana,2008.41,0.0373805,786.031,0.000866187,within normal range · dans la plage normale
11933810B74384837832426,منوبة‬,2704.59,97883.8,11.7303,Manouba,2325.03,0.0169442,379.567,-0.771544,within normal range · dans la plage normale
11933810B33126972723663,منزل جميل,2641.93,50943.6,78.7067,Bizerte,1808.15,0.0430341,833.78,0.21455,within normal range · dans la plage normale
11933810B84840502063502,مساكن,5997.31,94972.7,330.736,Sousse,4593.49,0.0300735,1403.82,-0.27531,within normal range · dans la plage normale
11933810B37259719331002,ماجل بالعباس,1135.62,23412,882.231,Kasserine,1403.71,-0.0232736,-268.088,-2.29161,within normal range · dans la plage normale
11933810B95892911712161,كندار,1024.76,11607.9,159.703,Sousse,491.355,0.0850999,533.407,1.80447,within normal range · dans la plage normale
11933810B44054307576941,قلعة سنان,1228.21,14245.6,509.353,El Kef,936.218,0.0306223,291.993,-0.254566,within normal range · dans la plage normale
11933810B62465925468138,قلعة الأندلس,2686.33,38511.9,189.358,Ariana,1729.14,0.0501678,957.185,0.484173,within normal range · dans la plage normale
11933810B35489062673947,قصر هلال,2270.8,53832,22.1994,Monastir,1516.85,0.045853,753.948,0.321093,within normal range · dans la plage normale
11933810B27831601054676,قرمبالية,5279.63,75516.5,300.485,Nabeul,3611.05,0.0431097,1668.58,0.217405,within normal range · dans la plage normale
11933810B33023449768384,قبلي الجنوبية,2342.89,25699.8,1140.08,Kébili,1798.23,0.0298344,544.661,-0.284346,within normal range · dans la plage normale
11933810B10126944429848,قابس المدينة,3046.65,45919.4,17.1074,Gabès,2345.85,0.0294696,700.796,-0.298135,within normal range · dans la plage normale
11933810B98066234289129,فرنانة,799.876,44799.1,390.091,Jendouba,465.194,0.0620727,334.681,0.934129,within normal range · dans la plage normale
11933810B83790658636329,غنوش,1102.43,32396.5,20.3944,Gabès,463.034,0.101184,639.399,2.41239,within normal range · dans la plage normale
11933810B65727884052892,‫عقارب‬,3374.78,31437.8,732.947,Sfax,2102.04,0.0540103,1272.73,0.629404,within normal range · dans la plage normale
11933810B89464736925123,طينة,5115.63,78332.6,100.874,Sfax,3510.21,0.0427352,1605.42,0.203253,within normal range · dans la plage normale
11933810B49609226357839,طبلبة,1391.29,41452,22.6036,Monastir,1043.22,0.0325082,348.069,-0.183287,within normal range · dans la plage normale
11933810B10641809578431,صيادة - لمطة - بوحجر,1674.25,32322.3,13.3154,Monastir,961.636,0.0635467,712.612,0.989842,within normal range · dans la plage normale
11933810B93819416666054,سوسة جوهرة,4955.55,117935,13.8922,Sousse,3353.48,0.0443449,1602.06,0.26409,within normal range · dans la plage normale
11933810B21860369421282,رأس الجبل,1776.47,61944.2,84.6382,Bizerte,1032,0.062206,744.47,0.93917,within normal range · dans la plage normale
11933810B55404586431180,صفاقس الغربية,2762.98,108811,16.3257,Sfax,2160.4,0.0277121,602.577,-0.364562,within normal range · dans la plage normale
11933810B91827641175132,قصيبة المديوني,1891.73,40292.7,35.5131,Monastir,1313.91,0.0413294,577.817,0.150116,within normal range · dans la plage normale
11933810B81652618880798,بوعرادة,618.55,9803.28,379.747,Siliana,507.491,0.0222324,111.059,-0.571672,within normal range · dans la plage normale
11933810B45632571730396,سيدي بو علي,1757.01,24545.1,127.823,Sousse,1036.01,0.0604499,721.003,0.872795,within normal range · dans la plage normale
11933810B19204281524577,سيدي الهاني,1351.65,15082.8,315.755,Sousse,743.065,0.068737,608.585,1.18601,within normal range · dans la plage normale
11933810B13786823130754,سيدي البشير,1256.36,25445.8,2.9832,Tunis,932.239,0.0337092,324.117,-0.137893,within normal range · dans la plage normale
11933810B12415666618118,باجة الشمالية,2131.68,77347.6,424.326,Béja,1714.43,0.0244986,417.252,-0.486016,within normal range · dans la plage normale
11933810B21725458188720,قعفور,552.47,14853,460.302,Siliana,834.43,-0.0447828,-281.96,-3.10457,significant loss · baisse significative
11933810B54708226655560,المتلوي,2358.83,39073.3,969.137,Gafsa,1887.72,0.0250644,471.116,-0.464633,within normal range · dans la plage normale
11933810B97114621769355,‫الصخیرة‬,1979.53,37103.8,904.913,Sfax,1997.24,-0.00098917,-17.7103,-1.44935,within normal range · dans la plage normale
11933810B76195291286542,الزاوية قصيبة الثريات,3518.59,49191.2,35.8642,Sousse,1981.28,0.0658932,1537.31,1.07853,within normal range · dans la plage normale
11933810B97530891468779,المدينة الجديدة,2348.56,49842.9,7.76122,Ben Arous,1146.51,0.0829357,1202.05,1.72267,within normal range · dans la plage normale
11933810B40013450318318,سوسة الرياض,1943.77,45609.3,9.66738,Sousse,866.84,0.0938739,1076.93,2.13609,within normal range · dans la plage normale
11933810B9968739853543,نفطة,1009.09,22389.1,1636.44,Tozeur,1775.9,-0.0608753,-766.815,-3.7128,significant loss · baisse significative
11933810B18034425554259,هبيرة,648.628,11375.8,314.855,Mahdia,549.359,0.0186278,99.2695,-0.707909,within normal range · dans la plage normale
11933810B2611958153952,البطان,762.331,17192.1,154.948,Manouba,517.326,0.0440198,245.004,0.251805,within normal range · dans la plage normale
11933810B25147295271575,الحمامات,6934.36,101616,326.66,Nabeul,5219.48,0.0320691,1714.88,-0.199884,within normal range · dans la plage normale
11933810B34035527934296,السرس,1085.09,21682.5,431.41,El Kef,889.656,0.02231,195.433,-0.568739,within normal range · dans la plage normale
11933810B96784549406628,العمران الأعلى,1355.81,44721.4,3.18,Tunis,831.887,0.0557728,523.922,0.696021,within normal range · dans la plage normale
11933810B58410238411456,العيون,610.012,19049.7,410.142,Kasserine,465.564,0.0304807,144.448,-0.259917,within normal range · dans la plage normale
11933810B56753019610878,الكبارية,2035.03,94224.1,10.3471,Tunis,2617.68,-0.0275876,-582.65,-2.45467,within normal range · dans la plage normale
11933810B70692418830632,المروج,3759.85,93704.5,15.7253,Ben Arous,3459.23,0.00930246,300.628,-1.06037,within normal range · dans la plage normale
11933810B18047024672055,بن قردان,3428.59,84961.9,4791.78,Médenine,4488.98,-0.029498,-1060.39,-2.52687,significant loss · baisse significative
11933810B71937428341343,جربة اجيم,1651.14,25473,158.971,Médenine,832.658,0.0790344,818.482,1.57521,within normal range · dans la plage normale
11933810B22764087432985,جربة حومة السوق,4878.35,82917.4,164.16,Médenine,3034.43,0.05417,1843.92,0.635439,within normal range · dans la plage normale
11933810B67956509398297,حزوة,759.12,4890.13,1281.22,Tozeur,1214.84,-0.0509042,-455.722,-3.33594,significant loss · baisse significative
11933810B81607479948477,زغوان,3338.7,44249.4,407.07,Zaghouan,1611.77,0.0842806,1726.93,1.7735,within normal range · dans la plage normale
11933810B21220731511134,سليانة الجنوبية,1357.25,28145,492.971,Siliana,848.767,0.0535436,508.487,0.611765,within normal range · dans la plage normale
11933810B70280449703815,سيدي بوزيد الغربية,3798.52,68894.4,422.25,Sidi Bouzid,2551.18,0.0452208,1247.33,0.297197,within normal range · dans la plage normale
